id,text,label,type_,tweet_id
3019,اليوم عصرا ..مناقشة مشكلة نقص السولار ..علي اذاعة القران الكريم ! #مصر #اخونة #دين #سولار #مهازل   #مرسي #اذاعة #القران #العبث,1,training,'318746907629461505'
3020,تاااني الي فهمتوا من تفويض #مرسي لل #السيسي محدش يقولي اعفو عن ثوار ولامعتقلين ثوره انا مش فاضي كلموا عموا السيسي #مصر   #اخوان,1,training,'270583716676509696'
3021,ده ممكن صح يقفلوا الفيس وتويتر ويخلوا مواقع البورن !!!!   #مصر #مرسي,1,training,'264469920065130496'
3022,#أخبار_عربية_و_عالمية الكرملين: “لا تحضيرات للقاء بين بوتين وترامب” نقلت وكالة الإعلام الروسية عن المتحدث باسم الكرملين اليوم الأحد: “لم تجر أي محادثات حتى الآن حول اجتماع جديد بين الرئيس الروسي فلاديمير بوتين ونظيره الأمريكي دونالد ترامب”. وأضاف دمتري…,0,training,'955121352398159872'
3023,#الشيخه_موزا_مصدر_فخرنا الشيخه موزه ابهة ومسلمة و سندويشة بين فرنسا و جطر,1,training,'953352841850220544'
3024,ابتزاز المعارضين بأعراضهم ، لم يفعلها اي نظام في العالم الا ثلاثة أنظمة، نظام بشار ،، نظام القذافي ، نظام الحمدين..  خساسة ودناءة وقلة مروءة وشيمه ،،؛,0,training,'955517553186693120'
3025,سبحان الله محمود المصرى بيدعى على السفاح بشار واللى بيعمله فسوريا ونسى ان المجلس بيعمل كدا وفى اللى مؤيده ومضحوك علينا فثوره,1,training,'168038638054154243'
3026,@Hosni_Mubarek):  أيها الشعب السيسي في الوطن السيسي  لو ربنا نجاكم تعالوا الحسوا طيزي...,0,training,'955907221321404416'
3027,#السعـوديـة عطيهـا شهـر بِـ الكثيـر وراح تقـدّم اعتـذار رسمـي لِـ تـرامـب علـى #غـزوة_بـدر #Hopeless 😔,1,training,'953943420132872193'
3028,#صباح_العربية الالبوم لي روحي عني,0,training,'956036176678440960'
3029,رؤساء التحرير | مقالات #مصر #كتابات   سامح سمير يكتب : 2013 .. 2013  البوب سايب الدنيا تضرب...,1,training,'286397301696634880'
3030,باسم يوسف ..هيقلد المرشحين للرياسة هههههههههههههههه   #مصر,0,training,'177416636138143744'
3031,#بوتين يغطس في بحيرة متجمدة!,0,training,'954259303606706177'
3032, إردوغان: لدينا اتفاق مع روسيا ولن نتراجع عن عملية عفرين السورية,0,training,'955420028941332481'
3033,"٣٠٠ رجل أعمال روسي "" يتلوغون "" علمود أسماؤهم ترفع من قائمة العقوبات ألامريكية ....ويتحاشون الظهور مع بوتين خلال...",0,training,'953979473560555520'
3034,#مصر - #حكايه_وطن | #السيسي: اشهد الله انني ما كنت متطلعاً لأي منصب او سلطة,0,training,'953984543689715712'
3035,أكتر أتنين كانوا مرشحين للرئاسة كانوا بيخلونى كأنى قاع فى مسرحية #شفيق و #مرسى   يا جدع,1,training,'274310369101631488'
3036,@m_tomazy لا يا حبيبي ما حزرت: بشار غبي بوجود بعثة أنان حاب يفضح روحه انه مجرم من هيك نفذ المجزرة لترى البعثة اجرامه بحق السورين,1,training,'206505308158308352'
3037,@SamiraBdh الناقص اهو ... ( مبارك يموت شفيق ينجح يتجوز سوزان جمال مبارك يورث حكم مصر,1,training,'215414283641692160'
3038,#مجتمعنا | الرئيس الأميركي دونالد ترمب يطلب من احد أعضاء النظام المنهك والجائع في كوريا الشمالية ابلاغ كيم جونغ اون انه يملك زرا نوويا اكبر وأقوى من الزر على مكتب الرئيس الكوري الشمالي.. كما انه زر يعمل.,1,training,'948439379873288193'
3039,أبلغت ام لم تبلغ دمشق يكفي أنها أبلغت بوتين فهو رئيس الجمهورية العربية السورية,1,training,'956049416619790336'
3040,@nawaranegm بيان اعلان الحرب في كوريا الشمالية الموضوع شكله كبير فعلا ربنا يستر,0,training,'319631928670167041'
3041,تظاهرات أمام بيت مرسي بالزقازيق ..تحفه: via @youtube..,1,training,'274638834535366656'
3042,#اقتباسات_قانونية يجب على الجميع ان يدرك ان احترام القانون يوفر العيش الكريم اكثر مما توفره محاولات الاحتيال عليه. - فلاديمير بوتين,0,training,'952972947949539328'
3043,الذين يتحدثون عن #تويتات_الرئيس هم التويتايون :)) #مرسي دة   فاضل يعجرم الجو و تبقي نانسي إتأخونت :)),1,training,'294956320761729025'
3044,"@AlMasryAlYoum: ‏#Egypt #Syria ندوة «سبايدر» لتحليل الوضع السياسي في سوريا تثير الانقسام بين «مؤيدي بشار» 0 1
باسم يوسف يواصل تقديم برنامجه..وسمير غانم يحل ضيفا علي أولي حلقات  البرنامج"". #فن   #يحدث #مصر",0,training,'335054309878296576'
3045,@Mohamed57045836 مكيدة في هيلاري كلينتون,0,training,'944206526549553152'
3046,"الصهاينة يحذرون بشار من الصواريخ التي قد ""تضل"" طريقها للجولان..!عارفين ان نظام المماتعة ماراح يضرب عمد.   #Syria #Lebanon #Bahrain",1,training,'266868079496146944'
3047,.  يعني الرسول كان يصاحب الكفرة واللوطيين ؟,0,training,'954677758545850368'
3048,@Syria_homs1: اوباما اتخذ قرار بالحرب على سوريا ،، وقناة الدنيا تنقل برنامج وثائقي عن تكاثر البطريق وفوائد التفاح الاخضر !!  ,1,training,'373926622594088960'
3049,مبارك على MBC مصر في الليلة مع هاني,0,training,'288765489293975554'
3050,#هاتاي جنوبي تركيا سيدفعون ثمناً باهظاً,0,training,'955408080149368832'
3051,وجدي غنيم في جيم (جامعة قطر) طب بيعمل إيه ده.. ﻷ و خلص 25 عدة و قال (الله أكبر) في إيه يا شيخنا إنتا رايح تحارب ! عقبال مايشرفنا مرسي,1,training,'314337692693430273'
3052,#مبارك_والزول_السوداني شاهدوا واسمعوا : رد الرئيس السابق حسني مبارك .. على تهديدات الرئيس السوداني عمر البشير بشن حرب على مصر..,0,training,'951515081740902400'
3053,#يناير_حلم_ومكملينه قرر الرئيس حسني مبارك تخليه عن منصب رئيس الجمهورية وإسناد إدارة شئون البلاد. لمجلس أولاد الوسخه,0,training,'955863087256625152'
3054,#صباح_العربية والله اليوم غايبه عشان اشوف اللقاء ف قدرو تعبي واعطوني الالبوم,0,training,'956034438625931264'
3055, كيم جونج أون  قرر الترشح في الانتخابات .............. في كوريا الشمالية,0,training,'955907453316685830'
3056,٨٥٣ هذا رقم الهلال الاحمر في كوريا,1,training,'267238987377278977'
3057,#بوتين يشارك في عيد الغطاس ويتعمّد بمياه بحيرة سيليغير المتجمدة #rtarabic,0,training,'954251979970306048'
3058,بشار الأسد يعلن تنحيه و موافقته على الامتثال للمحاكمة أمام القضاء المصري العادل !!   #أكذوبة,1,training,'209101524230615042'
3059,#باسم_يوسف فى مواجهة ساخنة ههههههههههههههههههههه,0,training,'324652867803815937'
3060,"بما ان الحرب العالمية القادمة منقولة حصرا"" على الجزيرة يا ترى مين هيكون معلقك المفضل :D #كوريا_الشمالية",1,training,'319725163862179840'
3061,"معرفتكش انا كدة؟؟ #مصر ينتهكها #تجار_دين   #مرسي || ""@DostorNews : برهامي: الإخوان يساعدون الشيعة في إحياء مظاهر الشرك بالله""",1,training,'307845403192201216'
3062,#السيسي يكلف مديره مكتبه #عباس_كامل بتسيير أعمال جهاز المخابرات العامة المصرية.,0,training,'953972322662313985'
3063,#حكايه_وطن دى فيها إنجازات ؟؟ = لالا فيها خوازيق :):),1,training,'953916051112243200'
3064,"5 أمور تحدث عنها الرئيس السيسي لأول مرة في ""حكاية وطن"".. 1_""انتظروا ""ماسبيرو"" في ثوبه الجديد قريباً"" 2_دور القوات الخاصة المصرية في ليبيا بعد سقوط القذافي"" 3_""طريقة استهداف طائرة وزيري الدفاع والداخلية"" 4_في ناس صرفت 50 مليون دولار عشان يهدوا مصر"" 5_غطاء الذهب ضاع في حرب اليمن""",0,training,'954525832801865729'
3065,يلي بيتجوز شرعي ما بطلق عرفي ؛) #مصر #مرسي,1,training,'351428023737790464'
3066,نداء الى جميع الراقصات : انصحكم بواحد اخوانجى. فهم معلمين فن التطبيل! #مرسى   #حقيقة #مصر,1,training,'343588581471813632'
3067,@Ibrahim_Elgarhi دلوقتى يرد عليك خروف و يقولك كنت تقدر تقول كدة ايام مبارك :)) #عبث و,1,training,'351667314791424000'
3068,لاتعزم مصري للعرس، يفضحك زغروووووووطه الف مبروووك هٍْـٌَِْ:Pـٌَِْعٌِ #مصر #KSA   #video #ريتويت,1,training,'185406579833712640'
3069,#ترامب ورغم ذلك فاز بالرئاسة حسب الأرقام الرسمية المعلنة تفوقت كلينتون على ترامب بفارق ثلاثة ملايين صوت ولكنه حصل على أكثرية أصوات المجمع الانتخابي الذي يُحتسب بناء على الوزن الذي تشكله كل ولاية وليس على عدد الأصوات,0,training,'948864397933514752'
3070,#السعودية في دوامة العنف الليبي وتضليل الرأي العام وبث الفرقة بين القبائل #قطريليكس #قطر_عراب_الفوضى #قطر_تمول_الإرهاب #تميم_يدعم_الإرهاب_بإفريقيا,0,training,'954447138989092864'
3071, حر: كيف بنداوم بهالحر ☀️ رطوبة: مانقدر نطلع بهالجو 🌫 مطر: من صدقهم بيخلونا نداوم بالمطر 🌧 ضباب: مايبين شي 🤓 صدق القذافي يوم قال: من انتم؟ وماذا تريدون ؟  نريد معاش واجازه وشكرا 💸 💵,0,training,'955326546637619200'
3072,"اتوقع رد كيم جونغ اون بعد ما قاله ترمب ""الزر النووي حقي اكبر من حقكم"" بيرد كيم جونغ ويقول ""انننننننننن"".",1,training,'948549892783386626'
3073,اعرابيان يتمشون بالغابه فروؤا طاءر فسأله ما هذا الطاءر ؟ فقال له انه الهدهود فرد عليه؛ الهدهود ولا بشار فذابوا اشكره وصار الوضع مصخره,1,training,'137474619488731136'
3074,توصل التوقيع رقم كام علشان تقولوا إننا كسبنا ؟ .. أكيد أنا بتريق عليهم !! #تمرد #تجرد #مصر #عبث,1,training,'345624525389590528'
3075,"مصادر | "" مجلس الشورى بصدد مناقشة مشروع قانون يلزم خاطفى الجنود باطلاق صراح اى جندى تنتهى مدة خدمته العسكرية "" #الاخوان #الرئيس #مرسى",1,training,'336102115992809473'
3076,واضح ان لجان الاخوان الالكترونيه كلهم مهندسين بترول !! ههههههههه #مصر #الجزيرة #العربية #رصد #اخوان #مرسى   #Egypt,1,training,'251250365759094784'
3077,#المخابرات_العامة لحين اختيار رئيس جديد إقالة #خالد_فوزي رئيس الجهاز كان...,0,training,'953973874760273920'
3078,#نطالب_بالهييه_وايقاف_الانحلال لن يتغير شي وراح تظل الحفلات والسينما وشهر عشره راح نسوق و الهيئه مارح ترجع والقادم افضل مع الجيل اللي راح يجي وسمعوني صياحكم ونباحكم يالمتخلفين المتحجرين غاسلين مخكم داعش (الهيئه),0,training,'955871647797514241'
3079,#المصري_لما_يفتي_بيقول هو تقريبا المصريين بيفتوا سياسة بقالهم 7سنين ، والفتي ده اللي مضيعنا، اللي ليه في السياسة واللي مالوش بقى محلل استراتيجي، لما المجاري طفحت من زرطهم,1,training,'955570545956880384'
3080,علي هود مبارك كان ظابط في مخفر المرقاب وهذا الدليل #علي_چباتي #kuwait #الكويت   #نكته,1,training,'187849919837634560'
3081,#السيسي يصدر قراراً بتكليف مدير مكتبه اللواء عباس كامل بتسيير أعمال جهاز المخابرات العامة _ مش #عباس_كامل دا كانت ليه تسريبات من مكتبه؟ _ يازين ما إخترت سميرة بهيج😂,1,training,'953995927752249344'
3082,#سفالة حكم العسكر في مصر الذي إستمر منذ 1952 .. قضاء #فاسد داخلية #هشك_بشك سفراء #فلول ساويرس   شباب #مصاطيل,1,training,'351407703182151680'
3083,"#بوتين: عندما يتباهى #ترامب و #كيم_جونغ_أون ""بأزرارهم النووية"" أرى أن كيم ربح ""هذه اللعبة""",0,training,'951493865386758144'
3084, 🔴رئيس الاحتلال التركي إردوغان سقط صاروخ على إقليم خطاي التركي الحدودي والمهاجمون سيدفعون الثمن,0,training,'955407632289984514'
3085, . . و زوجها فرحان بها يتمشى بكل مكان ليش الشعب #القطري زعلان المفروض تفرحون شيختكم محبوبة من كل حد واجتماعية ولبسها بصراحة  🔥 . . #الشيخه_موزا_مصدر_فخرنا #موزة_المسند,0,training,'953917477452468224'
3086,  شكله قبل ما ينزل شارب بنزين  😅  #اشبيليه_اتلتيكومدريد,1,training,'955918467999420417'
3087,#شعب_قطر_ضد_تميم ياتميم مساء الخير ترى تاريخ الصلاحيه حقك عند اردوغان بحلول ١/١١/٢٠٢٢ كرتك محروق عندهم اللهم بلغت اللهم فاشهد القطريين اخواننا,0,training,'955399816821043203'
3088,#سركوزي بالحرف.. تركيا لا ولن تنضم للاتحاد لانها مسلمة... حركة رأس #سركوزي لما قالت له إحدى الفرنسيات أنها اعتنقت #الاسلام.. ساركوزي كان يرد في الاذاعة على الأسئلة وكان يظن أنه غير مصور 👇 👇,0,training,'949612626337845248'
3089,@youm7 تاخد اييه من الهبلة غير الشد فى شعرها:اللى انتخبو مرسى 13 مليون اللى ندموا وضربوا نفسهم بالجزمة علشان انتخبوه اكثر من 11 مليون,1,training,'346716976036605953'
3090,يعني عايزين ينيمونا من الساعة 10 ويشطبوا البلد ورئيس الجمهورية اساسا بيخطب فينا الساعة 2 !!! ليه حق حسين يتعب ف ام البلد دي o.O #مرسي,1,training,'305824903557431296'
3091,[فيديو] - يو يونغ الحاصلة على الميدالية الذهبية لبطولة كوريا قامت بالرقص على أغنية سونمي Herion على الثلج  💕,0,training,'955908212234047489'
3092,بيقولك بدء العملية العسكرية....هههههههههههه..مش قادر ههههه #مرسي,1,training,'336811171145461761'
3093,مواطنو المحله يطالبون الرئيس مرسى بسرعه فتح المعابر بين البلدين,1,training,'277147364697972736'
3094,#نريد_چقاير من جاكم ترامب الذهبي وكل شي صفر 😆,0,training,'953841804004200449'
3095,#تميم يضن انه بتحالفه مع ايران واذنابها واردغان واخونجيته وارتمائه في احضانهم سيغيض الدول المقاطعه!  صدقني ماحد فكر فيك لا انت ولا بعمك روحاني  قبلك ارتمت موزه في احضان ساركوزي وتوني بلير وغيرهم من رؤساء العالم لخيانه الامه الاسلاميه والعربيه وهاهي تحصد مازرعته داخل #قطر,0,training,'941050342824955906'
3096,واحد في المترو حاطط خطاب السيسي رنة الموبايل #هع,1,training,'352805804312764417'
3097,#عباس_كامل عدم تعيين مدير أو حتي قائم بالأعمال من داخل الجهاز دليل علي أن إنعدام الثقة بين #السيسي و #المحابرات_العامه مما لا يدعوا مجالا للشك ان هناك صراع بين الاجهزه #مصر,0,training,'953991568981151744'
3098,"أحلي حـاجـة إن السيسي ( ربنا يفتحها عليه ويقويه وينصره ),, إنه ماعندوش برنامج ,, ولا بيعلن عن برنامجه , لأأأأ توء توء توء ده بيجيبك و يوقفك قدام البرنامج نفسه بعد ما يخلص ويكون جاهز تسليم مفتاح !!!😂😂 شوفت بـأة ليه #أنا_هانتخب_السيسي_تاني_وتالت ؟؟😎😎 #حكاية_وطن",1,training,'953972253099810816'
3099,#الشيخه_موزا_مصدر_فخرنا ههههههههههه قال ايش قال موزه يابوي طير  والله هاشتاق مخجل,1,training,'953457624384667648'
3100,أوباما يتصل هاتفيا بنتانياهو ويؤكد له مجددا دعم الولايات المتحدة لإسرائيل. (فين اللي طبلوا لأوباما لما فاز واللي رشحوه وبكوا),1,training,'269672637029036032'
3101,بمصر حالياً تبي تصير وطني لازم تمجد #السيسي .. الاعلام بدل ما يحط اغاني وطنيه يحط اغاني ترفع لـ #السيسي_الخائن   #مصر,1,training,'374840037604876288'
3102,مرسي ينسب بيت شعر أحمد شوقي إلى حافظ إبراهيم !! ولاااااااااا اى اندهاش :) #مصر #الجزيرة #العربية #Egypt #PRT #RT #مرسى,1,training,'318340629031694337'
3103,إلى الست باكينام: نسيتي تآكلي؟ نسيتي تشربي؟ نسيتي تحلقي شنبك؟ فالحة بس تنسي تقولي ان المؤتمر يذاع عالهواء   #مرسي #مصر,1,training,'341686592395698176'
3104,العربية برومو رائع يسخر من بشار الاسد: via @youtube #سوريا #حمص #بشار_الاسد #العربية #الجزيرة     #شبيحة,0,training,'223929674848407552'
3105,#البشير_باع_السودان_لقردوغان موزة لها كلمة السحر عليك يا زول خلت ساركوزى يدمر ليبيا وانت يا خروف بعت ارضك بعد ما قسمتها جنوباا وشمالاوالبقية تاتى شرقا وغربا على يد خروف ارهابى مطلوب للجنائية الدولية اتمنى لك قضاء اوقات سعيدة فى بيوت الدعارة فى تركيا مقابل بيع ارضك يابواب,1,training,'945767428331638784'
3106, وبنانا معرووووفه مع ساركوزي وغيره  😂 👍,1,training,'943105940584370176'
3107, والله أنا اتخضيت من كم التهم المُوجه له وخلاص هيتعلق ع السور مع محمد مرسى الا اذا ربنا سترها عليه وعلينا وعمل هوب دبل كيك وشال بلحة 😂,1,training,'955907643515826176'
3108,تهانى الجبالى بتقول ان أخو أوباما أخوان و المذيع بيقولها في الحالة دي حيعتزل اوباما   #برسيم,1,training,'369161155903647744'
3109,مرسي رجع 2/3 البرلمان و أول الردود المؤيدة كانت العسكر والخارجية الامريكية .أكيد الراجل ده أخذ القرار لوحده و كمان بالعند في العسكر.,1,training,'222020490687029248'
3110,#عفرين بعد القضاء على وحدات حماية الشعب الكردية #سوريا #روسيا #الوطن,0,training,'955408110612566016'
3111,#صاروخ_نووي، فليخبره احدهم انه لدي زر على مكتبي أكبر واقوى من زره، ويعمل ايضًا ! .  #ابلش 🤯🤯🤯😱😱😱,1,training,'948493073717301248'
3112,#سامي_عنان كان مستشار مرسي،وناسين ان السيسي ذات نفسه كان وزير دفاعه اخواتنا المسيحيين بيقولوا ان عنان مسؤول عن مذبحة ماسبيروا،وتقريبا السيسي وقتها كان مدير اوبرا عايدة اما الاخوان بقى،حزب الخرارة بتاعهم نزل كام صورة تجمع بين عنان ومرسي وبيقولوا عليه خلية نايمة 😂,0,training,'955035582945689603'
3113,#أردوغان: التنظيمات الإرهابية تريد أن تسفك دماء أبنائنا وباستثناء بعض الخونة فإن الناس مهما كان أصلهم ومذهبهم وعرقهم يعرفون الحقيقة ويساندون الجيش التركي,0,training,'955407535380553728'
3114,حملة #مرسي شغالين بأجهزة Core i7، وحملة #شفيق Core 2Dou أما #اللجنة_العليا_للانتخابات شكلهم بيجمعوا الأرقام بصوابعهم. #مصر,1,training,'215105440378396675'
3115,#ترامب اللي كنا بنهيّص له قُصاد هيلاري؛ سيرة والدته بقت على كل لسان! لله فب خلقه شؤون. صدق اللي قال: السياسة نجاسة، 100 وش و100 لون.,0,training,'943654971093979136'
3116,#حرام_عليكم_مصر كلاكيت عاشر مرة.. البلتاجى يحث متظاهرى رابعة على الشهادة لإعادة “مرسى” للحكم,1,training,'353208879515054081'
3117,  بقول لإخوانجى :مرسى مش بيتكلم بصراحة.رد:مش أى حد يقدر يفهم كلامه.لازم مستوى فكرى معين-طب الشعب أغلبيته جاهل.نولعله ف أم الشعب بقى:((,1,training,'212586077704302592'
3118,@azarpascale ولو في عدد من الشعب عنا بلش ينثر الورود و ينادي باسم اردوغان عند زيارته لبنان.,1,training,'291154199679483904'
3119,#سوريا أضحك على #بشار_الكلب تقليد و   ولا أروع #Bahrain #Kuwait #Saudi #Qatar #UAE #Oman,0,training,'225625732154523648'
3120,#صور | وقفة نسائية نظمتها لجنة القوى الوطنية والإسلامية شرق غزة نصرة للقدس ورفضا لقرار ترامب في ميدان فلسطين (الساحة) صباح اليوم الخميس تصوير: Raed Abu Jarad,0,training,'953946506926673920'
3121,انا مش هرشح حازم صلاح ابو اسماعيل .. لانه بيحب مصر .. ومن الحب ما قتل,1,training,'186738136917880833'
3122,جمال مبارك : مورينهو ما عنده تكتيك . قم اقلب ويهك انت اذا كنت لاعب ممتاز تكلم على الكبار,0,training,'145476094752063488'
3123,"#حسني_ مبارك يُحضّر نجله جمال لخلافته؟  الجواب في #الذاكرة السياسية مع الأمين العام السابق لـ ""الحزب الوطني الديموقراطي"" في مصر د. #حسام_بدراوي غداً 19:30 غرينتش على شاشة #العربية",0,training,'953945079869194240'
3124,#مصر الدولية تستأجر بلطجية لسحل الطلبة المعتصمين !!   و #عبث #النهضة #الرئيس #مرسي #لاخوان #تجار_دين,1,training,'316344581606223873'
3125,مرسي بيدي درس اخلاق,1,training,'349995335139065856'
3126,رئيس وزراء مصر بيلعب #السنافر هههههههههههههههههه راجل   و الله ههههههههههه و لسه ياما هنشوف من #نهضة #مرسى,1,training,'320239640646926336'
3127,تظاهرات أمام بيت مرسي بالزقازيق ..سفالة و قلة حيا. الله يعينك عليهم يا #مرسي #قرارات_مرسي #مصر #فلول,1,training,'274682477631643649'
3128,#خطط_والباقي_علينا شلون اتزوج ايڤانكا ترامب 😢😢,0,training,'953979301522825216'
3129, موجودة في المحاكم الدولية لكنك ضايع والشرف من بين رجولكم مر ، رح انشغل في عيوبك وافتك منها يا رخمة وبعدين ارجع اشتم واقذف وثرثر,0,training,'953987351902027776'
3130,#كيم_جونغ_أون: زري أكبر من زرك! #كوريا_الشمالية #أمريكا #لعب_عيال,1,training,'948450900275859456'
3131,#التايم_المصرية | ممثلة إباحية تكشف تفاصيل لقاء «حميم» جمعها بالرئيس الأمريكي ترامب . . شاهد التفاصيل :,0,training,'953952140476780545'
3132,newsweek-sputniknews تعتزم أسر ضحايا اليابانيين المختطفين،أن يودعوا زعيم كوريا ش، كيم جونغ أون إلى السجن،بتهمة انتهاكه لحقوق الإنسان. وسيذهب أقارب الضحايا إلى لاهاي لكي يطلبوا من المحكمة الجنائية الدولية، رفع دعوى ضد زعيم كوريا ش، بعد فشلهم ف الحصول ع معلومات بشأن مكان تواجد ذيهم,0,training,'954654221063815168'
3133,المطارات الأجنبية تستقبلنا و المطارات العربية تطردنا !! #مهزلة   ( عار عليكم يا عرب ) #Arabspring #Bahrain #Egypt #مصر #مرسي #الخواجة,1,training,'239767813865234433'
3134,عندي شعور انو مبارك يشاهد خبر وفاته على شاشات التلفزة,1,training,'215213852118364160'
3135,#عملنا_الثورة_عشان  قبل 7 سنوات ، غص ميدان التحرير في قلب العاصمة المصرية القاهرة وعدد من الميادين في المدن الرئيسية بملايين المصريين الذين خرجوا لمواجهة استبداد نظام المخلوع حسني مبارك. اللهم أعد تلك الأيام المباركات,0,training,'952224286135242753'
3136,والله باسم يوسف ده لعيب,0,training,'348167875632185345'
3137,@mujtahidكلنا سلمان العوده كلنا والجزيره كلها سلمان عوده وكل مظلوم وسجين من اهلنا ياذيول ترامب فكو له قيودهd,1,training,'953870907109408768'
3138,"- وإن كُتب لنا الإغتراب الدائم عن بعضنا,ضعني سراً قديماً محفوظ بِوتين قلبك,لاتخبر به أحداً إلا الرب وشهقات إشتياقك إن كُنت تشتاق,إن كُنت..",0,training,'955639216477794305'
3139,احبابي اخوتي اخواتي ما اعلنه علينا السيسي كان مفاجأه للغالبيه وكان صدمه للبعض والان محط انظار دول العالم ربنا يحمينا شرورهم وعيونهم المهم. والاهم سؤال بقي لكم الايستحق منا السيسي ان نهب جميعا علي صناديق الانتخابات لنزيده عزنا وشرفنا بنا وبتمسكنا به وتكون اكبر صدمه لاعاؤه واعداؤنا,0,training,'953991514081906689'
3140,@AlArabiya_Brk):  التحالف الدولي: غارة جوية على سوريا السبت قتلت قرابة 150 من عناصر داعش #العربية_عاجل,0,training,'955889840947585025'
3141,عكاشة فصلنى ضحك .. مرسى و عكاشة ف يوم واحد.  .,1,training,'350037803029118978'
3142,أحلى حاجه أن عمرو أديب قالك أنا المفروض أسال طب ازاى ادرج اسمه ف قوائم المرشحين .. طب آسس حزب او اى اسئلة منطقيه لكن مش هسأل لانى متأكد من قواتنا المسلحة وان ملهاش كبير ده مبارك الاعلى منه اتحبس طب ما د. مرسى كان رئيس كانوا قبلوا ورق ترشيحه وهو عليه قضية هروب ليه؟ متسألش ياعماد,0,training,'955909484450406400'
3143,اللي بصير خيانة للثورة و للشعب المصري! #مصر #حسني_مبارك   !,0,training,'369480319759417344'
3144,#ترامب مو ممتازة ماكان رجل اعمال ناجح وملياردير  #أمريكا #البيت_الأبيض,0,training,'953797058066108416'
3145,#كوريا_الشمالية: لدينا رادع نووي لإحباط أي هجوم محتمل,0,training,'955984014409715713'
3146,1 ـ تدخلها في البحرين لقلب نظام الحكم 2 ـ تأمرها ضد السعودية وتسريب مكلمات الحمدين مع القذافي خير دليل 3 ـ دعمها للربيع العربي المزعوم وإثارة الفوضى في الدول العربية 4 ـ تدخلها المباشر في ليبيا ودعم الجماعات والمليشيات المتطرفة والقائمة طويلة قطر تغيرت كثيراً وتنكرت لدول الخليج,0,training,'955796849734160385'
3147,#بوتين قوية ولا يزال في الطليعة #rtarabic,0,training,'953655654153154561'
3148,منين يكون في أنصاف وحق وبان كيمون يتعاطف مع الشواذ ولا يفتكر في قتلى سوريا وارهاب بشار   #GCC #Bahrain #بحرين #islam #kuwait #arab,1,training,'177537775950774273'
3149,#السيسي يقرر تكليف اللواء #عباس_كامل بتسييرأعمال جهاز #المخابرات العامة,0,training,'953972099617521664'
3150,الخاذوق فعلا ليكون مرسى مفكر ان المعارضه هى اللى خاطفه الجنود ههههههههههه,1,training,'336120323231588352'
3151,#الأسبوع | #السفير_الروسي في واشنطن: #ترامب لم يتخل عن هدف تحسين العلاقات مع موسكو,0,training,'953928732607156224'
3152,#كاريكاتير #مبارك ل #مرسي قوم ياض اعمل نفسك هليوكبتر وانشن عليك بالليزر   :D تهييس السجون,1,training,'362124587099635712'
3153,#قسد ضدالعرب السنة في السنوات السابقة ولم يجرموه (في الوقت الذي أدان العرب السنة داعش وتوابعها دون مواربة!) الآن هم يؤيدون موقف قسد في #عفرين. عبد الباسط سيدا مثالاً!! للأسف . @kasimf @MousaAlomar @Khaledkhoja @Ahmadmuaffaq,0,training,'955921626385678336'
3154,… بديع ل #مرسي...قول القصاص: D قوله الفلوس معايا،،والبضاعة كمان معايا...ما تاخده تكلمه انت يا عم,1,training,'307810850847223808'
3155,نرجع للصفحه التانيه من الكتاب و عيدو من اول و جديد و نبلش يسقط يسقط حسني مبارك .,1,training,'370622598540840960'
3156,#عاجل| #أردوغان: قريبا جدا أشقاؤنا الأكراد والعرب والتركمان في #عفرين سيشكروننا كثيرا عقب زوال ضغوط المنظمة الإرهابية,0,training,'955409968269848576'
3157,لسا #مرسي ماقال شعر   #مصر #سوريا,1,training,'243281837894557697'
3158,هو مرسي بيرد بتويتة علشان خايف السيسي يعرف بكلامه ده,1,training,'352172694541836288'
3159,وش اللي يخلي السيد حسن ينام الليلة ...#طيط   #حمورية #مرسي_الزناتي_اتهبل,1,training,'346003626684186624'
3160,الشرطه تشتغل على الاسلامين . #حاجه   رجعنا لأيام مبارك من حيث الشرطه تشتغل على الاسلامين.وبس..,1,training,'328761736226299904'
3161,نهضة مرسي وعشيرة الخرفان .. #مصر #اخوان #الجزيرة #العربية #اون_تى_فى #مرسى #النهضة #الدستور   #ثورة #RT,1,training,'247854821690994689'
3162, 🙂وتفو عليك وعلى موزه حبية ساركوزي ام ديد مدلدل قبحة العجايز ياقحبة الشحانيه يا ام اباط سود اوجعك كلامي ياحرام انتي شفتي شي!؟بعدك ماسفتي شي يالعاهره يابنت العاهره ياحبية الحوثي يالارهابيه ختفووو في فم امك العاهره,0,training,'940876150624210944'
3163, ما غايظني إلا الزعلانين عليه وخايفين من ضربة كيم جونغ أون 🤣🤣🤣🤣,0,training,'955468157514338304'
3164,#موزه اقسم ناكها ساركوزي مبروك #تميم و #حمد صرتوا نسايب فرنسا لاحد يقلي عيب -- هذا ثار #ارهاب #قطر وقتلهم للشعوب وتدمير للدول العربيه,0,training,'950189248124211201'
3165,#أردوغان: أثمان الخبز المهدر بتركيا تبني 500 مدرسة ... نحن الحمدلله ماعنا هدر   #لبنان,1,training,'291877045707894784'
3166,"#السيسي ينتظر قرار من أوباما ويعلم جيدا انه تجاوز كل الحدود في تنفيذه للخطة الموضوعة وكشف نفسه ومؤيدي الانقلاب أمام العالم  """,0,training,'371140960077766656'
