pairID	sentence1	sentence2	gold_label
6509	من الواضح أن العديد من اختيارات أيه إف أي اعتباطية إلى حد ما وقد لا تجعلهم مناسبين لتفسير ثقافي سليم.	يمكن إثبات صحة اختيارات معهد الفيلم الأمريكي كوثائق تاريخية واستخدامها في فصول تدريس التاريخ.	contradiction
6510	من الواضح أن العديد من اختيارات أيه إف أي اعتباطية إلى حد ما وقد لا تجعلهم مناسبين لتفسير ثقافي سليم.	تختر AFI اختيارات يمكن اعتبارها تعسفية.	entailment
6514	تدرب والكوت على أن يكون رسامًا - مثل والد معلمه ، الذي توفي عندما كان والكوت رضيعًا - و Bounty هو أكثر كتاب رسم مفضل لديه، في الأسلوب والموضوع.	لم يعرف والد والكوت كيف يرسم.	contradiction
6515	تدرب والكوت على أن يكون رسامًا - مثل والد معلمه ، الذي توفي عندما كان والكوت رضيعًا - و Bounty هو أكثر كتاب رسم مفضل لديه، في الأسلوب والموضوع.	لقد فضل ابن والكوت وظيفته كرسام على وظيفته  التدريسية	neutral
6516	تدرب والكوت على أن يكون رسامًا - مثل والد معلمه ، الذي توفي عندما كان والكوت رضيعًا - و Bounty هو أكثر كتاب رسم مفضل لديه، في الأسلوب والموضوع.	كان والد وكوت رسامًا ومعلمًا.	entailment
6526	ماذا حدث للمقاربة التقليدية القاسية للجيش في إيجاد أكباش فداء؟	التغييرات في العادات الحربية واضحة حيث أنه يتم استخدام أكباش فداء أقل لشرح المشاكل التي تحدث في التأديب والأمر.	neutral
6527	ماذا حدث للمقاربة التقليدية القاسية للجيش في إيجاد أكباش فداء؟	يمتلك الجيش تاريخًا في استخدام أكباش الفداء.	entailment
6528	ماذا حدث للمقاربة التقليدية القاسية للجيش في إيجاد أكباش فداء؟	لا يوجد دليل على استخدام الجيش لأكباش الفداء في الماضي.	contradiction
6529	مايكل لويس ، الذي أجرىت مقابلة معه حول كتابه Trail Fever ، لاحظ أن الإسكندر قام بفعل شيء لم أكن أعتقد أنه ممكن في هذه الحملة.	قدم مايكل لويس أكثر من 50 مقابلة حول كتابه ، تريل فيفر	neutral
6530	مايكل لويس ، الذي أجرىت مقابلة معه حول كتابه Trail Fever ، لاحظ أن الإسكندر قام بفعل شيء لم أكن أعتقد أنه ممكن في هذه الحملة.	كتب مايكل لويس كتابًا بعنوان حمى الدرب.	entailment
6531	مايكل لويس ، الذي أجرىت مقابلة معه حول كتابه Trail Fever ، لاحظ أن الإسكندر قام بفعل شيء لم أكن أعتقد أنه ممكن في هذه الحملة.	لا توجد مقابلات معروفة مع مايكل لويس حيث يناقش الكسندر	contradiction
6535	أكثر مشهد مثير للغضب في أحد شوارع نيويورك (باستثناء الرقص المتأرجح دونالد ترامب مع شبح بوس تويد) هو أي شخص يتسلل إلى الهاتف الخلوي.	لا يستطيع دونالد ترامب الرقص.	contradiction
6536	أكثر مشهد مثير للغضب في أحد شوارع نيويورك (باستثناء الرقص المتأرجح دونالد ترامب مع شبح بوس تويد) هو أي شخص يتسلل إلى الهاتف الخلوي.	الناس يتلقّون هواتف المحمولة في نيويورك.	entailment
6537	أكثر مشهد مثير للغضب في أحد شوارع نيويورك (باستثناء الرقص المتأرجح دونالد ترامب مع شبح بوس تويد) هو أي شخص يتسلل إلى الهاتف الخلوي.	معظم الناس لديهم هواتف أبل في نيويورك.	neutral
6541	تشير قصة غلاف مجلة النيوزويك إلى أنه تم تعمير شمال أمريكا من طرف أقليات من مختلف الأعراق، و ليس فقط من عابري مضيق بيرنغ القادمين من آسيا كما تصوره كتب التاريخ.	لا يوجد تقدبم لـAsians في نصوص الكتب التاريخية.	contradiction
6542	تشير قصة غلاف مجلة النيوزويك إلى أنه تم تعمير شمال أمريكا من طرف أقليات من مختلف الأعراق، و ليس فقط من عابري مضيق بيرنغ القادمين من آسيا كما تصوره كتب التاريخ.	عبر بعض الآسيويين مضيق بيرينغ.	entailment
6543	تشير قصة غلاف مجلة النيوزويك إلى أنه تم تعمير شمال أمريكا من طرف أقليات من مختلف الأعراق، و ليس فقط من عابري مضيق بيرنغ القادمين من آسيا كما تصوره كتب التاريخ.	منذ اكتشاف أمريكا الشمالية و يمثلها في الأصل الشعب الأبيض.	neutral
6544	يخطو على بعض الأصابع الكبيرة القوية	الدوس على أصابع القدم يسبب الألم.	neutral
6545	يخطو على بعض الأصابع الكبيرة القوية	تعتبر أصابع القدم صغيرة.	contradiction
6546	يخطو على بعض الأصابع الكبيرة القوية	أصابع القدم واسعو الحجم	entailment
6547	شخصياً، برودي ليست مهووسة بشأن وجود صديق أو صديقة للناس فوق سن الثلاثين، وتكره كلمة عشيق إلا عندما تستخدم من قبل النساء الأوروبيات.	لا يحب برودي مصطلح العاشق تحت أية ظروف.	contradiction
6548	شخصياً، برودي ليست مهووسة بشأن وجود صديق أو صديقة للناس فوق سن الثلاثين، وتكره كلمة عشيق إلا عندما تستخدم من قبل النساء الأوروبيات.	برودي لا يكره مصطلح العاشق دائما.	entailment
6549	شخصياً، برودي ليست مهووسة بشأن وجود صديق أو صديقة للناس فوق سن الثلاثين، وتكره كلمة عشيق إلا عندما تستخدم من قبل النساء الأوروبيات.	تتمتع برودي بوجودها حول نساء أوروبيات.	neutral
6553	توضح المكتبة العامة لمقاطعة جرينلي، في أريزونا، المشاكل المالية والتكنولوجية التي تواجهها المؤسسات الريفية.	يوجد مكتبة عامة في في جرينلي كاونتي.	entailment
6554	توضح المكتبة العامة لمقاطعة جرينلي، في أريزونا، المشاكل المالية والتكنولوجية التي تواجهها المؤسسات الريفية.	يوجد في مقاطعة غرينلي مكتبات عامة متعددة.	neutral
6555	توضح المكتبة العامة لمقاطعة جرينلي، في أريزونا، المشاكل المالية والتكنولوجية التي تواجهها المؤسسات الريفية.	مقاطعة جرينلي لا تقع في ولاية أريزونا.	contradiction
6559	حسنًا، لم أكن سأقوم بالتسجيل لأول مرة.	كنت بالتأكيد أشترك.	contradiction
6560	حسنًا، لم أكن سأقوم بالتسجيل لأول مرة.	كان من المتوقع أن أشترك.	neutral
6561	حسنًا، لم أكن سأقوم بالتسجيل لأول مرة.	لن أشترك.	entailment
6562	أنت تعرف من سيفهم؟	هل تعرف من لن يفهم؟	contradiction
6563	أنت تعرف من سيفهم؟	أعتقد أنك تعرف من سيفهم	entailment
6564	أنت تعرف من سيفهم؟	هناك شخص يفهم.	neutral
6565	لا يمكنك إزالة هذه الملفات أثناء تشغيل ويندوز(وهو جزء من نقطة مايكروسوفت.	لا يمكن حذف بعض الملفات أثناء تشغيل ويندوز.	entailment
6566	لا يمكنك إزالة هذه الملفات أثناء تشغيل ويندوز(وهو جزء من نقطة مايكروسوفت.	ملفات ال دى إل إل ليس لديها أى تأثير على نظتم تشغيل الموافذ ' ويندوز ' كما يمكن إزالتها كلما أردت ذلك .	contradiction
6567	لا يمكنك إزالة هذه الملفات أثناء تشغيل ويندوز(وهو جزء من نقطة مايكروسوفت.	يعتمد ويندوز على ملفات  ديل عبر العديد من البرامج ، لذا سيؤثر حذف أحد هذه الملفات على العديد من البرامج.	neutral
6568	ابتكر الناس في في الأكاديمية الدولية للفنون والعلوم ابتكار بديل ذكي في هذه الخدعة.	الناس في المدرسة قاموا باتباعهم.	contradiction
6569	ابتكر الناس في في الأكاديمية الدولية للفنون والعلوم ابتكار بديل ذكي في هذه الخدعة.	الناس بالمدرسة قاموا بعمل نسخة من التجربة.	neutral
6570	ابتكر الناس في في الأكاديمية الدولية للفنون والعلوم ابتكار بديل ذكي في هذه الخدعة.	صنع الناس في المدرسة النسخة الخاصة بهم.	entailment
6571	أي مخيم صحيح ولديه عواقب صحية عامة ضخمة.	جميع المخيمات لها عواقب صحية عامة.	neutral
6572	أي مخيم صحيح ولديه عواقب صحية عامة ضخمة.	معسكر واحد على الأقل له عواقب صحية عامة.	entailment
6573	أي مخيم صحيح ولديه عواقب صحية عامة ضخمة.	لا ترتبط العواقب الصحية العامة بأي معسكرات.	contradiction
6574	استمرت مثل هذه الأحقاد الجنونية لمدة ثلاثة عقود، لتصبح أكثر زخرفة.	استمر الجنون لمدة يوم واحد فقط	contradiction
6575	استمرت مثل هذه الأحقاد الجنونية لمدة ثلاثة عقود، لتصبح أكثر زخرفة.	الجنون لم يلاحظ في ذلك الوقت.	neutral
6576	استمرت مثل هذه الأحقاد الجنونية لمدة ثلاثة عقود، لتصبح أكثر زخرفة.	كان هناك جنون في كل مكان لمدة ثلاثة عقود.	entailment
6577	اسمحوا لي أن أختتم بالإجابة على السؤال الذي أعرف أنه سيُطرح علي عبر البريد الإلكتروني، أي هل أنت جاد حقاً؟	أعلم أنه سيتم استجوابي حول هذا و  حول جديتي	entailment
6578	اسمحوا لي أن أختتم بالإجابة على السؤال الذي أعرف أنه سيُطرح علي عبر البريد الإلكتروني، أي هل أنت جاد حقاً؟	أعلم أنني أجبت على كل سؤال، ولا توجد أسئلة أخرى بحاجة إلى الإجابة عليها.	contradiction
6579	اسمحوا لي أن أختتم بالإجابة على السؤال الذي أعرف أنه سيُطرح علي عبر البريد الإلكتروني، أي هل أنت جاد حقاً؟	سأحصل بالتأكيد على مئات الرسائل الإلكترونية التي تسألني إذا كنت جادًا في هذا الشأن.	neutral
6583	أو ، النظر في مسألة إبلاغ الكونغرس عن الإجراءات السرية	يمكن للكونغرس وقف الأعمال السرية.	neutral
6584	أو ، النظر في مسألة إبلاغ الكونغرس عن الإجراءات السرية	لا يمكن إبلاغ الكونغرس بالأفعال السرية.	contradiction
6585	أو ، النظر في مسألة إبلاغ الكونغرس عن الإجراءات السرية	قد يتم إبلاغ الكونغرس عن الإجراءات السرية	entailment
6586	وعد نيمث بالتحقيق في الفندق المذكور.	تم توظيف نيميت للتحقيق حول الفنذق	neutral
6587	وعد نيمث بالتحقيق في الفندق المذكور.	قال نيميث بأنه سوف لا يتحقق من الفندق .	contradiction
6588	وعد نيمث بالتحقيق في الفندق المذكور.	أخبر نيميث أحدهم أنه سيحقق في الفندق.	entailment
6589	قرر(ت) كلينتون التحدث عن مجال مخالف يوم الأربعاء.	رفضت كلينتون التحدث.	contradiction
6590	قرر(ت) كلينتون التحدث عن مجال مخالف يوم الأربعاء.	تحدث كلينتون يوم الاربعاء.	entailment
6591	قرر(ت) كلينتون التحدث عن مجال مخالف يوم الأربعاء.	ستتحدث كلينتون إلى الجماهير يوم الأربعاء فى المتحف .	neutral
6598	والخدعة فى أن تحط من شانى كما فعل العمده الجديد والكثير مثل واحدة من مربيات أطفال ،فون تراب ( المقتولين  أمام ماريا ) .	كثيرا ما أشير إلى «صوت الموسيقى» ، لذلك من الأفضل أن تعرف هذا الفيلم	neutral
6599	والخدعة فى أن تحط من شانى كما فعل العمده الجديد والكثير مثل واحدة من مربيات أطفال ،فون تراب ( المقتولين  أمام ماريا ) .	أتخذ نهجًا في القانون والنظام وأطلب منك احترام سلطتي بصفتي شريف.	contradiction
6600	والخدعة فى أن تحط من شانى كما فعل العمده الجديد والكثير مثل واحدة من مربيات أطفال ،فون تراب ( المقتولين  أمام ماريا ) .	أريدك أن تفكر بي كمربية بدلا من مأمورة.	entailment
6601	لا تؤاخذني على السؤال عما إذا كان مؤشر داو جونز الصناعي هو المقياس الصحيح لمدى أداء الأغنياء.	يرتفع مؤشر داو جونز ويشتري الناس الأغنياء المزيد.	neutral
6602	لا تؤاخذني على السؤال عما إذا كان مؤشر داو جونز الصناعي هو المقياس الصحيح لمدى أداء الأغنياء.	لا يرتبط مؤشر داو جونز بالاقتصاد.	contradiction
6603	لا تؤاخذني على السؤال عما إذا كان مؤشر داو جونز الصناعي هو المقياس الصحيح لمدى أداء الأغنياء.	يوضح مؤشر داو جونز ما يحدث في الاقتصاد.	entailment
6604	إن التأثير الأكثر إثارة للانتباه في نظرية الـ CMP هو أن الاهتمام بالموقف النسبي يتلاشى في المجتمعات التي يتم فيها تخصيص الزملاء بآليات أخرى غير الثروة.	نظرية CMP لها علاقة مع التزاوج.	entailment
6605	إن التأثير الأكثر إثارة للانتباه في نظرية الـ CMP هو أن الاهتمام بالموقف النسبي يتلاشى في المجتمعات التي يتم فيها تخصيص الزملاء بآليات أخرى غير الثروة.	نظرية CMP تدور حول تزاوج الحيوانات.	neutral
6606	إن التأثير الأكثر إثارة للانتباه في نظرية الـ CMP هو أن الاهتمام بالموقف النسبي يتلاشى في المجتمعات التي يتم فيها تخصيص الزملاء بآليات أخرى غير الثروة.	نظرية CMP تدور حول الطائرات الورقية.	contradiction
6607	الحفاظ على الإيمان الاندماجي هم من الليبراليين السود مثل الأساتذة هنري ولويس غيتس وكورنيل ويست. وينضم إليهم عالم الاقتصاد الأسود جلين لوري، المحافظ الذي كسر صفوفه لتأييد العمل الإيجابي كسياسة ضرورية.	جلين لوري هو شخص محافظ.	entailment
6608	الحفاظ على الإيمان الاندماجي هم من الليبراليين السود مثل الأساتذة هنري ولويس غيتس وكورنيل ويست. وينضم إليهم عالم الاقتصاد الأسود جلين لوري، المحافظ الذي كسر صفوفه لتأييد العمل الإيجابي كسياسة ضرورية.	غلين لوري هي مكنسة شارع.	contradiction
6609	الحفاظ على الإيمان الاندماجي هم من الليبراليين السود مثل الأساتذة هنري ولويس غيتس وكورنيل ويست. وينضم إليهم عالم الاقتصاد الأسود جلين لوري، المحافظ الذي كسر صفوفه لتأييد العمل الإيجابي كسياسة ضرورية.	غلين لوري ليس محافظك النموذجي.	neutral
6616	الملكية ما هي إلا مجموعة غير منتهية من الفقاعات في الفضاء أو الفضاء الإلكتروني مع وجود العديد من الناس الذين يدعون أن لديهم مجموعة غير منتهية من المصالح فيها.	لا يمتلك أحد أي عقار في الحقيقة.	contradiction
6617	الملكية ما هي إلا مجموعة غير منتهية من الفقاعات في الفضاء أو الفضاء الإلكتروني مع وجود العديد من الناس الذين يدعون أن لديهم مجموعة غير منتهية من المصالح فيها.	الملكية يمكن أن تكون مملوكة في أي مكان.	neutral
6618	الملكية ما هي إلا مجموعة غير منتهية من الفقاعات في الفضاء أو الفضاء الإلكتروني مع وجود العديد من الناس الذين يدعون أن لديهم مجموعة غير منتهية من المصالح فيها.	خاصية فقط الناس يقول هم يمتلكون شيء.	entailment
6619	هل سيتذكر أحد منظمة التجارة العالمية في غضون نصف قرن؟	هل تعتقد أن منظمة التجارة العالمية ستنجو لخمسين عامًا؟	entailment
6620	هل سيتذكر أحد منظمة التجارة العالمية في غضون نصف قرن؟	لم تؤد منظمة التجارة العالمية أي تأثير يذكر على التاريخ.	neutral
6621	هل سيتذكر أحد منظمة التجارة العالمية في غضون نصف قرن؟	طول عمر منظمة التجارة العالمية آمن للقرن القادم.	contradiction
6622	الخيارات ليست جذابة.	كافة الخيارات لا تقاوم	contradiction
6623	الخيارات ليست جذابة.	الخيارات ليست مغرية جدا.	entailment
6624	الخيارات ليست جذابة.	الخيارات إمّا مملة جدًا أو مكلّفة.	neutral
6625	أيمكنني طلب مجموعة بنفسي؟	المجموعة مكلفة للغاية.	neutral
6626	أيمكنني طلب مجموعة بنفسي؟	هل سأتجاهل المجموعة؟	contradiction
6627	أيمكنني طلب مجموعة بنفسي؟	هل سأشتري مجموعة لنفسي؟	entailment
6628	الوقت يتوقع مشاكل SAT.	القمر الصناعي لا يتأثر بعوامل الزمن ولن تكون هناك مشكلة في المستقبل.	contradiction
6629	الوقت يتوقع مشاكل SAT.	المناخ التعليمي يتغير حتى يكون هناك قضايا مع SAT	neutral
6630	الوقت يتوقع مشاكل SAT.	ستكون هناك مشكلة للسبت في الوقت المناسب.	entailment
6631	لا يزال على قيد الحياة في الثالثة والتسعين، دي كوونينج الآن ليس بفنان ولا راكب أمواج بالقناة.	انتهى دي كوننغ بالموت 72.	contradiction
6632	لا يزال على قيد الحياة في الثالثة والتسعين، دي كوونينج الآن ليس بفنان ولا راكب أمواج بالقناة.	دي كوني في صحة ممتازة	neutral
6633	لا يزال على قيد الحياة في الثالثة والتسعين، دي كوونينج الآن ليس بفنان ولا راكب أمواج بالقناة.	دي كوننغ كبيرة في السن.	entailment
6634	لا يوجد أي جاذبية حالية لأي من هذا، بصرف النظر عن الترف.	لايوجد أيّ منزل جذّاب من المنازل المعروضة في السوق حاليا.	neutral
6635	لا يوجد أي جاذبية حالية لأي من هذا، بصرف النظر عن الترف.	هذه الأشياء تروقني كثيرًا	contradiction
6636	لا يوجد أي جاذبية حالية لأي من هذا، بصرف النظر عن الترف.	لا يوجد أي طعن لدى هؤلاء في الوقت الراهن.	entailment
6637	ليس ناعومي وولف، الجواب خطأ	كان لدى نعومي وولف إجابة.	entailment
6638	ليس ناعومي وولف، الجواب خطأ	قامت نويمي وولف بعد محاولات للاجابة علی سؤال	neutral
6639	ليس ناعومي وولف، الجواب خطأ	كانت جميع الإجابات التي أدلى بها نعوم وولفز صحيحة.	contradiction
6643	ثالثًا ، حتى إذا قبلنا الاستنتاجات، فإنها لا تنطبق على جميع أماكن الترفيه الجماعي.	ترتبط الاستنتاجات إلى الملاعب	contradiction
6644	ثالثًا ، حتى إذا قبلنا الاستنتاجات، فإنها لا تنطبق على جميع أماكن الترفيه الجماعي.	الاستنتاجات غير مرتبطة بأماكن الترفيه الكبرى.	entailment
6645	ثالثًا ، حتى إذا قبلنا الاستنتاجات، فإنها لا تنطبق على جميع أماكن الترفيه الجماعي.	الاستنتاجات ليست متعلقة بدور الأوبرا.	neutral
6652	ترعاه شركة Scholastic Inc. برنامج المعلم لهذا العام ، والمعروف أكثر بين أطفال المدارس الذين يتسمون بسرعة التأثر، بتوزيعها للمجلات الرائعة التي يكون المعلن الحصري فيها هو الولايات المتحدة.	سكولاستيك هي شركة معروفة.	entailment
6653	ترعاه شركة Scholastic Inc. برنامج المعلم لهذا العام ، والمعروف أكثر بين أطفال المدارس الذين يتسمون بسرعة التأثر، بتوزيعها للمجلات الرائعة التي يكون المعلن الحصري فيها هو الولايات المتحدة.	أطفال المدرسة ليس لديهم مدرسين.	contradiction
6654	ترعاه شركة Scholastic Inc. برنامج المعلم لهذا العام ، والمعروف أكثر بين أطفال المدارس الذين يتسمون بسرعة التأثر، بتوزيعها للمجلات الرائعة التي يكون المعلن الحصري فيها هو الولايات المتحدة.	جائزة معلم العام شرف كبير.	neutral
6658	من أجل تغيير صورة المثلية الجنسية كرذيلة، قام بيرش و كلينتون بمدح التصرفات المدنية للمثليين.	كلينتون وبيرش هما من المثليين.	neutral
6659	من أجل تغيير صورة المثلية الجنسية كرذيلة، قام بيرش و كلينتون بمدح التصرفات المدنية للمثليين.	تحاول كلينتون وبيرش كبح المثلية الجنسية.	contradiction
6660	من أجل تغيير صورة المثلية الجنسية كرذيلة، قام بيرش و كلينتون بمدح التصرفات المدنية للمثليين.	يُنظر إلى الشذوذ الجنسي باعتباره رذيلة.	entailment
6661	اشتملت العديد من اقتراحاتك على إجراءات لا تعتبر غير مشروعة ومسلية ولكنها غير محتملة (معظم الرجال سيكونون خائفين من رفعها بينما كان القرد في الغرفة).	الرجال لن يرفعوه لأنهم خائفون.	entailment
6662	اشتملت العديد من اقتراحاتك على إجراءات لا تعتبر غير مشروعة ومسلية ولكنها غير محتملة (معظم الرجال سيكونون خائفين من رفعها بينما كان القرد في الغرفة).	تصرفاتك تغضب الكثير من الناس.	neutral
6663	اشتملت العديد من اقتراحاتك على إجراءات لا تعتبر غير مشروعة ومسلية ولكنها غير محتملة (معظم الرجال سيكونون خائفين من رفعها بينما كان القرد في الغرفة).	أفعالك هي غير قانونية تماما.	contradiction
6664	في بعض الأحيان يتم تعزيز هذه العملية الشخصية للنضج أو الاضمحلال (الاختيار) من خلال ما تشهده الثقافة.	يرى معظم الناس هذه العملية الشخصية والتي تظهر في ثقافة اليوم على أنها انحلال وليس رشد.	neutral
6665	في بعض الأحيان يتم تعزيز هذه العملية الشخصية للنضج أو الاضمحلال (الاختيار) من خلال ما تشهده الثقافة.	لا شيء يحدث في الثقافة اليوم يدعم هذه العملية الشخصية ، مهما اخترت تسميتها.	contradiction
6666	في بعض الأحيان يتم تعزيز هذه العملية الشخصية للنضج أو الاضمحلال (الاختيار) من خلال ما تشهده الثقافة.	سواء اخترت أن ترى هذه العملية كنضج شخصي أو وسواس شخصي، يبدو أن ما يحدث في الثقافة يعززها.	entailment
6667	هناك، ممثلة كليك، يجب أن تجد نفسك....	قائمة الممثلات متاحة لأي شخص لديه كمبيوتر.	neutral
6668	هناك، ممثلة كليك، يجب أن تجد نفسك....	أنت رجل.	contradiction
6669	هناك، ممثلة كليك، يجب أن تجد نفسك....	أنت مدرجة في إطار ممثلة.	entailment
6670	تدير مجلة نيوسويك ضجيجا يتذمرون من التزجيج في هامبتونز.	لم تكتب نيوزويك أي شيء عن هامبتونز.	contradiction
6671	تدير مجلة نيوسويك ضجيجا يتذمرون من التزجيج في هامبتونز.	نشرت نيوزويك قصة عن هامبتونز.	entailment
6672	تدير مجلة نيوسويك ضجيجا يتذمرون من التزجيج في هامبتونز.	نيوزويك يكتب تقريرا يوميا عن هامبتونز.	neutral
6673	بطلي ، على الرغم من ذلك ، هو ريتشارد هيسيلتين ، رئيس مجلس إدارة صندوق الاستثمار الخارجي ، الذي استقال في وقت سابق من هذا الشهر معارضاً لخطة العمل التي فرضها عليه رؤسائه.	هيسلتين ليس لديه أي خطط للتقاعد.	contradiction
6674	بطلي ، على الرغم من ذلك ، هو ريتشارد هيسيلتين ، رئيس مجلس إدارة صندوق الاستثمار الخارجي ، الذي استقال في وقت سابق من هذا الشهر معارضاً لخطة العمل التي فرضها عليه رؤسائه.	لقد استقال هيسيلتاين من وظيفته في مايو.	neutral
6675	بطلي ، على الرغم من ذلك ، هو ريتشارد هيسيلتين ، رئيس مجلس إدارة صندوق الاستثمار الخارجي ، الذي استقال في وقت سابق من هذا الشهر معارضاً لخطة العمل التي فرضها عليه رؤسائه.	استقال هيسيلتين من وظيفته.	entailment
6676	تُظهر مقالة ستيفنسون افتقارًا جوهريًا لفهم ما تستلزمه حملتنا.	على الرغم من أن ستيفنسون قد سافر معنا في الحملة الانتخابية ، إلا أن مقالته توضح أنه لا يهتم بما تتضمنه الحملة حتى على المستوى الأساسي.	neutral
6677	تُظهر مقالة ستيفنسون افتقارًا جوهريًا لفهم ما تستلزمه حملتنا.	من الواضح من كتابته أن ستيفنسون ليس لديه أدنى فكرة عما تستلزمه حملتنا.	entailment
6678	تُظهر مقالة ستيفنسون افتقارًا جوهريًا لفهم ما تستلزمه حملتنا.	تفصّل مقالة ستيفنسون فهمه العميق للعملية المعقدة لحملتنا.	contradiction
6679	الذي يجلس في ظل شجرة أبولو	يجلس في وضح النهار تحت الشمس.	contradiction
6680	الذي يجلس في ظل شجرة أبولو	المكان الذي تقع فيه يوجد في ظل صنعته شجرة أبوللو.	entailment
6681	الذي يجلس في ظل شجرة أبولو	الجرة التي تحتوي على رماد أبولو تجلس تحت شجرته.	neutral
6682	الإتجاه الأساسي للتاريخ العالمي، كما تم ذكره من قبلي، هو نحو التوافق و التكافل.	حيث إنني آخر من يُعلق، ﻓﺈن ﺗﺪﻓﻖ ﺗﺎرﻳﺦ اﻟﻌﺎﻟﻢ يتجه نحو وﺟﻮد أﻛﺜﺮ اﻧﻔﺮاداً.	contradiction
6683	الإتجاه الأساسي للتاريخ العالمي، كما تم ذكره من قبلي، هو نحو التوافق و التكافل.	أنا أول من لاحظ أن الدراسات التاريخية تشير إلى أن دول العالم تتجه نحو الإعتماد المتبادل فيما بينها.	entailment
6684	الإتجاه الأساسي للتاريخ العالمي، كما تم ذكره من قبلي، هو نحو التوافق و التكافل.	وقد لاحظ آخرون هذا التدفق بعدي.	neutral
6688	.ضجيج حقيقي يناشد الشباب ويخرج القديم.	لا يحب كبار السن الضوضاء لأنهم لا يتحملونها.	neutral
6689	.ضجيج حقيقي يناشد الشباب ويخرج القديم.	الضوضاء الحقيقية تناشد القديمة.	contradiction
6690	.ضجيج حقيقي يناشد الشباب ويخرج القديم.	يفزع الكبار في السن من الضوضاء الحقيقية في حين أنها تجذب الأصغر سنا.	entailment
6697	كما أن الدراسات العلمية تجاهلت أبسط الحقائق عن كيمياء المخ>	الحقائق البسيطة عن كيمياء المخ لم تؤخذ فى الاعتبار فى الدراسة .	entailment
6698	كما أن الدراسات العلمية تجاهلت أبسط الحقائق عن كيمياء المخ>	هذه الدراسة تأخذ في عين الاعتبار حقائق بخصوص كيمياء الدماغ.	contradiction
6699	كما أن الدراسات العلمية تجاهلت أبسط الحقائق عن كيمياء المخ>	حقائق واضحة حول التركيب الكيميائي للدماغ.	neutral
6709	لقد أصبحنا معتادون على سماع الشركات الأمريكية التي تشتكي من المنافسة الأجنبية، فمن السهل رؤية اتهامات كوداك بعد الهزيمة بأنها أكثر نزعة.	المنافسة الأجنبية ستدمر الشركات الأمريكية.	neutral
6710	لقد أصبحنا معتادون على سماع الشركات الأمريكية التي تشتكي من المنافسة الأجنبية، فمن السهل رؤية اتهامات كوداك بعد الهزيمة بأنها أكثر نزعة.	تستجيب الشركات الأمريكية بشكل إيجابي للمنافسة الأجنبية.	contradiction
6711	لقد أصبحنا معتادون على سماع الشركات الأمريكية التي تشتكي من المنافسة الأجنبية، فمن السهل رؤية اتهامات كوداك بعد الهزيمة بأنها أكثر نزعة.	تستجيب الشركات الأمريكية للمنافسة الأجنبية.	entailment
6712	أنت تبذل الكثير من هذا.	عمل الكثير من هذا سوف يجعلها بلا فائدة.	neutral
6713	أنت تبذل الكثير من هذا.	أنك تنشئ شيئاً.	entailment
6714	أنت تبذل الكثير من هذا.	أنت لا تجعل ما يكفي.	contradiction
6715	الجزء الأفضل من عمل دود ككاتبة مقالات وتحديدًا في مقالات صائدة الذباب التي مكنتها من الفوز بجائزة بوليتزر هو أنها يعد أفضل تجسيد شعور العمال بالأسى على أنفسهم.	دود يتلقّى أبدا وأبدا سيكتب أيّ شيء أنّ استطاع كنت فسّرت ك العامل نفس عقاب.	contradiction
6716	الجزء الأفضل من عمل دود ككاتبة مقالات وتحديدًا في مقالات صائدة الذباب التي مكنتها من الفوز بجائزة بوليتزر هو أنها يعد أفضل تجسيد شعور العمال بالأسى على أنفسهم.	للحصول على أمثلة رائعة من التذرع بالنفس الذاتي ، لا تبحث أكثر من قطع فلايتراب الحائزة على جائزة بوليتزر ، وفي الواقع ، معظم أعمالها ككاتب عمود.	entailment
6717	الجزء الأفضل من عمل دود ككاتبة مقالات وتحديدًا في مقالات صائدة الذباب التي مكنتها من الفوز بجائزة بوليتزر هو أنها يعد أفضل تجسيد شعور العمال بالأسى على أنفسهم.	بالإضافة إلى واحد من ألمع عن جلد الذات، يتضمن جوهر أعمال داود العديد من الأعمدة بخصوص الملاحقة القضائية للبيئيين المتطرفين..	neutral
6721	ما إذا كان هذا المزيج من الحقائق والمضاربة هو أساس مظاهرات الاحتجاج هو مسألة ذوق.	تساهم الحقائق في الاحتجاجات أكثر.	neutral
6722	ما إذا كان هذا المزيج من الحقائق والمضاربة هو أساس مظاهرات الاحتجاج هو مسألة ذوق.	مزيج من الحقائق والمضاربة هو أساس الاحتجاجات.	contradiction
6723	ما إذا كان هذا المزيج من الحقائق والمضاربة هو أساس مظاهرات الاحتجاج هو مسألة ذوق.	تتواجد كل من الحقائق والتكهنات.	entailment
6724	يعمل التكتل الإعلامي في دورات ، لذلك فإن الأسماك التي تتقدم حاليًا عبر بطون ملوك الإعلام قد لا تبقى هناك لفترة طويلة.	تتضمن مجموعة الوسائط خطوات متعددة.	entailment
6725	يعمل التكتل الإعلامي في دورات ، لذلك فإن الأسماك التي تتقدم حاليًا عبر بطون ملوك الإعلام قد لا تبقى هناك لفترة طويلة.	تكتل الوسائط هو خطي.	contradiction
6726	يعمل التكتل الإعلامي في دورات ، لذلك فإن الأسماك التي تتقدم حاليًا عبر بطون ملوك الإعلام قد لا تبقى هناك لفترة طويلة.	يرحب ملوك الإعلام بالأسماك في بطونهم.	neutral
